Time (s)	drop_volume (m^3)	contact_angle (rad)	sqrt(sigma*pw1(t)/((1000 [kg/m^3])*(g_const))) (mm)	r-coordinate (mm), rmax	z-coordinate (mm), zmax
699.38	5.2360E-10	3.1398	2.0719	0.50945	0.96436
699.45	5.2360E-10	3.1398	2.0725	0.50944	0.96438
699.52	5.2360E-10	3.1398	2.0732	0.50944	0.96440
699.60	5.2360E-10	3.1398	2.0740	0.50944	0.96443
699.69	5.2360E-10	3.1398	2.0749	0.50943	0.96446
699.78	5.2360E-10	3.1398	2.0758	0.50943	0.96449
699.87	5.2360E-10	3.1398	2.0768	0.50942	0.96452
700.05	5.2360E-10	3.1398	2.0787	0.50941	0.96458
700.23	5.2360E-10	3.1398	2.0806	0.50941	0.96464
700.39	5.2360E-10	3.1398	2.0822	0.50940	0.96470
700.55	5.2360E-10	3.1398	2.0838	0.50939	0.96475
700.71	5.2360E-10	3.1398	2.0852	0.50939	0.96479
700.91	5.2360E-10	3.1398	2.0866	0.50938	0.96484
701.10	5.2360E-10	3.1398	2.0878	0.50937	0.96488
701.30	5.2360E-10	3.1398	2.0887	0.50937	0.96491
701.34	5.2360E-10	3.1398	2.0888	0.50937	0.96491
701.37	5.2360E-10	3.1398	2.0889	0.50937	0.96491
701.39	5.2360E-10	3.1398	2.0890	0.50937	0.96492
701.40	5.2360E-10	3.1398	2.0890	0.50937	0.96492
701.42	5.2360E-10	3.1398	2.0891	0.50937	0.96492
701.46	5.2360E-10	3.1398	2.0891	0.50937	0.96492
701.48	5.2360E-10	3.1398	2.0892	0.50937	0.96492
701.50	5.2360E-10	3.1398	2.0893	0.50937	0.96493
701.53	5.2360E-10	3.1398	2.0893	0.50937	0.96493
701.55	5.2360E-10	3.1398	2.0893	0.50937	0.96493
701.57	5.2360E-10	3.1398	2.0894	0.50937	0.96493
701.59	5.2360E-10	3.1398	2.0894	0.50937	0.96493
701.61	5.2360E-10	3.1398	2.0894	0.50937	0.96493
701.62	5.2360E-10	3.1398	2.0894	0.50937	0.96493
701.64	5.2360E-10	3.1398	2.0895	0.50937	0.96493
701.66	5.2360E-10	3.1398	2.0895	0.50937	0.96493
701.67	5.2360E-10	3.1398	2.0895	0.50937	0.96493
701.68	5.2360E-10	3.1398	2.0895	0.50937	0.96493
701.70	5.2360E-10	3.1398	2.0895	0.50937	0.96493
701.71	5.2360E-10	3.1398	2.0895	0.50937	0.96494
701.73	5.2360E-10	3.1398	2.0895	0.50937	0.96494
701.74	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.75	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.76	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.78	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.79	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.80	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.81	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.82	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.83	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.84	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.85	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.86	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.87	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.88	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.89	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.89	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.90	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.90	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.91	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.92	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.92	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.93	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.94	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.95	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.96	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.98	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.99	5.2360E-10	3.1398	2.0896	0.50937	0.96494
701.99	5.2360E-10	3.1398	2.0896	0.50937	0.96494
702.01	5.2360E-10	3.1398	2.0896	0.50937	0.96494
702.02	5.2360E-10	3.1398	2.0896	0.50937	0.96494
702.03	5.2360E-10	3.1398	2.0896	0.50937	0.96494
702.06	5.2360E-10	3.1398	2.0896	0.50937	0.96494
702.11	5.2360E-10	3.1398	2.0896	0.50937	0.96494
702.22	5.2360E-10	3.1398	2.0896	0.50937	0.96494
702.43	5.2360E-10	3.1398	2.0896	0.50937	0.96494
702.85	5.2360E-10	3.1398	2.0896	0.50937	0.96494
703.70	5.2360E-10	3.1398	2.0896	0.50937	0.96494
705.39	5.2360E-10	3.1398	2.0896	0.50937	0.96494
706.24	5.2360E-10	3.1398	2.0896	0.50937	0.96494
707.93	5.2360E-10	3.1398	2.0896	0.50937	0.96494
707.98	5.2360E-10	3.1398	2.0896	0.50937	0.96494
708.01	5.2360E-10	3.1398	2.0896	0.50937	0.96494
708.03	5.2360E-10	3.1398	2.0896	0.50937	0.96494
708.04	5.2360E-10	3.1398	2.0896	0.50937	0.96494
708.05	5.2360E-10	3.1398	2.0896	0.50937	0.96494
708.06	5.2360E-10	3.1398	2.0896	0.50937	0.96494
708.07	5.2360E-10	3.1398	2.0896	0.50937	0.96494
708.09	5.2360E-10	3.1398	2.0896	0.50937	0.96494
708.11	5.2360E-10	3.1398	2.0896	0.50937	0.96494
708.12	5.2360E-10	3.1398	2.0896	0.50937	0.96494
708.14	5.2360E-10	3.1398	2.0896	0.50937	0.96494
708.17	5.2360E-10	3.1398	2.0896	0.50937	0.96494
708.21	5.2360E-10	3.1398	2.0896	0.50937	0.96494
708.24	5.2360E-10	3.1398	2.0897	0.50937	0.96494
708.27	5.2360E-10	3.1398	2.0897	0.50936	0.96494
708.34	5.2360E-10	3.1398	2.0897	0.50936	0.96494
708.39	5.2360E-10	3.1398	2.0898	0.50936	0.96494
708.45	5.2360E-10	3.1398	2.0899	0.50936	0.96495
708.50	5.2360E-10	3.1398	2.0900	0.50936	0.96495
708.61	5.2360E-10	3.1398	2.0902	0.50936	0.96496
708.70	5.2360E-10	3.1398	2.0906	0.50936	0.96497
708.80	5.2360E-10	3.1398	2.0910	0.50936	0.96498
708.84	5.2360E-10	3.1398	2.0911	0.50936	0.96499
708.87	5.2360E-10	3.1398	2.0913	0.50936	0.96499
708.90	5.2360E-10	3.1398	2.0914	0.50936	0.96500
708.93	5.2360E-10	3.1398	2.0916	0.50936	0.96500
708.95	5.2360E-10	3.1398	2.0917	0.50936	0.96501
709.01	5.2360E-10	3.1398	2.0921	0.50935	0.96502
709.05	5.2360E-10	3.1398	2.0923	0.50935	0.96502
709.09	5.2360E-10	3.1398	2.0926	0.50935	0.96503
709.14	5.2360E-10	3.1398	2.0929	0.50935	0.96504
709.18	5.2360E-10	3.1398	2.0932	0.50935	0.96505
709.24	5.2360E-10	3.1398	2.0937	0.50935	0.96507
709.30	5.2360E-10	3.1398	2.0941	0.50935	0.96508
709.36	5.2360E-10	3.1398	2.0947	0.50934	0.96510
709.43	5.2360E-10	3.1398	2.0953	0.50934	0.96512
709.51	5.2360E-10	3.1398	2.0960	0.50934	0.96514
709.58	5.2360E-10	3.1398	2.0968	0.50933	0.96517
709.67	5.2360E-10	3.1398	2.0977	0.50933	0.96520
709.76	5.2360E-10	3.1398	2.0986	0.50933	0.96522
709.85	5.2360E-10	3.1398	2.0995	0.50932	0.96525
710.03	5.2360E-10	3.1398	2.1014	0.50931	0.96531
710.20	5.2360E-10	3.1398	2.1033	0.50930	0.96538
710.36	5.2360E-10	3.1398	2.1049	0.50930	0.96543
710.51	5.2360E-10	3.1398	2.1064	0.50929	0.96547
710.67	5.2360E-10	3.1398	2.1078	0.50928	0.96552
710.87	5.2360E-10	3.1398	2.1093	0.50928	0.96557
711.06	5.2360E-10	3.1398	2.1106	0.50927	0.96561
711.15	5.2360E-10	3.1398	2.1110	0.50927	0.96562
711.18	5.2360E-10	3.1398	2.1112	0.50927	0.96563
711.21	5.2360E-10	3.1398	2.1113	0.50927	0.96563
711.23	5.2360E-10	3.1398	2.1114	0.50927	0.96563
711.25	5.2360E-10	3.1398	2.1115	0.50927	0.96564
711.30	5.2360E-10	3.1398	2.1117	0.50927	0.96564
711.34	5.2360E-10	3.1398	2.1118	0.50927	0.96565
711.37	5.2360E-10	3.1398	2.1119	0.50927	0.96565
711.39	5.2360E-10	3.1398	2.1119	0.50927	0.96565
711.42	5.2360E-10	3.1398	2.1120	0.50927	0.96565
711.44	5.2360E-10	3.1398	2.1121	0.50927	0.96566
711.47	5.2360E-10	3.1398	2.1121	0.50927	0.96566
711.50	5.2360E-10	3.1398	2.1122	0.50927	0.96566
711.52	5.2360E-10	3.1398	2.1123	0.50927	0.96566
711.54	5.2360E-10	3.1398	2.1123	0.50927	0.96566
711.56	5.2360E-10	3.1398	2.1123	0.50926	0.96566
711.58	5.2360E-10	3.1398	2.1124	0.50926	0.96566
711.60	5.2360E-10	3.1398	2.1124	0.50926	0.96566
711.62	5.2360E-10	3.1398	2.1124	0.50926	0.96567
711.63	5.2360E-10	3.1398	2.1124	0.50926	0.96567
711.65	5.2360E-10	3.1398	2.1124	0.50926	0.96567
711.67	5.2360E-10	3.1398	2.1125	0.50926	0.96567
711.68	5.2360E-10	3.1398	2.1125	0.50926	0.96567
711.70	5.2360E-10	3.1398	2.1125	0.50926	0.96567
711.71	5.2360E-10	3.1398	2.1125	0.50926	0.96567
711.72	5.2360E-10	3.1398	2.1125	0.50926	0.96567
711.74	5.2360E-10	3.1398	2.1125	0.50926	0.96567
711.75	5.2360E-10	3.1398	2.1125	0.50926	0.96567
711.76	5.2360E-10	3.1398	2.1125	0.50926	0.96567
711.77	5.2360E-10	3.1398	2.1125	0.50926	0.96567
711.79	5.2360E-10	3.1398	2.1125	0.50926	0.96567
711.80	5.2360E-10	3.1398	2.1125	0.50926	0.96567
711.81	5.2360E-10	3.1398	2.1125	0.50926	0.96567
711.82	5.2360E-10	3.1398	2.1126	0.50926	0.96567
711.83	5.2360E-10	3.1398	2.1126	0.50926	0.96567
711.84	5.2360E-10	3.1398	2.1126	0.50926	0.96567
711.85	5.2360E-10	3.1398	2.1126	0.50926	0.96567
711.86	5.2360E-10	3.1398	2.1126	0.50926	0.96567
711.87	5.2360E-10	3.1398	2.1126	0.50926	0.96567
711.88	5.2360E-10	3.1398	2.1126	0.50926	0.96567
711.89	5.2360E-10	3.1398	2.1126	0.50926	0.96567
711.90	5.2360E-10	3.1398	2.1126	0.50926	0.96567
711.90	5.2360E-10	3.1398	2.1126	0.50926	0.96567
711.91	5.2360E-10	3.1398	2.1126	0.50926	0.96567
711.91	5.2360E-10	3.1398	2.1126	0.50926	0.96567
711.92	5.2360E-10	3.1398	2.1126	0.50926	0.96567
711.93	5.2360E-10	3.1398	2.1126	0.50926	0.96567
711.94	5.2360E-10	3.1398	2.1126	0.50926	0.96567
711.95	5.2360E-10	3.1398	2.1126	0.50926	0.96567
711.96	5.2360E-10	3.1398	2.1126	0.50926	0.96567
711.97	5.2360E-10	3.1398	2.1126	0.50926	0.96567
711.98	5.2360E-10	3.1398	2.1126	0.50926	0.96567
712.00	5.2360E-10	3.1398	2.1126	0.50926	0.96567
712.02	5.2360E-10	3.1398	2.1126	0.50926	0.96567
712.03	5.2360E-10	3.1398	2.1126	0.50926	0.96567
712.05	5.2360E-10	3.1398	2.1126	0.50926	0.96567
712.06	5.2360E-10	3.1398	2.1126	0.50926	0.96567
712.10	5.2360E-10	3.1398	2.1126	0.50926	0.96567
712.16	5.2360E-10	3.1398	2.1126	0.50926	0.96567
712.29	5.2360E-10	3.1398	2.1126	0.50926	0.96567
712.55	5.2360E-10	3.1398	2.1126	0.50926	0.96567
713.07	5.2360E-10	3.1398	2.1126	0.50926	0.96567
714.11	5.2360E-10	3.1398	2.1126	0.50926	0.96567
716.19	5.2360E-10	3.1398	2.1126	0.50926	0.96567
717.23	5.2360E-10	3.1398	2.1126	0.50926	0.96567
717.75	5.2360E-10	3.1398	2.1126	0.50926	0.96567
718.01	5.2360E-10	3.1398	2.1126	0.50926	0.96567
718.05	5.2360E-10	3.1398	2.1126	0.50926	0.96567
718.06	5.2360E-10	3.1398	2.1126	0.50926	0.96567
718.07	5.2360E-10	3.1398	2.1126	0.50926	0.96567
718.08	5.2360E-10	3.1398	2.1126	0.50926	0.96567
718.09	5.2360E-10	3.1398	2.1126	0.50926	0.96567
718.11	5.2360E-10	3.1398	2.1126	0.50926	0.96567
718.11	5.2360E-10	3.1398	2.1126	0.50926	0.96567
718.12	5.2360E-10	3.1398	2.1126	0.50926	0.96567
718.14	5.2360E-10	3.1398	2.1126	0.50926	0.96567
718.15	5.2360E-10	3.1398	2.1126	0.50926	0.96567
718.16	5.2360E-10	3.1398	2.1126	0.50926	0.96567
718.17	5.2360E-10	3.1398	2.1126	0.50926	0.96567
718.19	5.2360E-10	3.1398	2.1126	0.50926	0.96567
718.20	5.2360E-10	3.1398	2.1126	0.50926	0.96567
718.21	5.2360E-10	3.1398	2.1126	0.50926	0.96567
718.23	5.2360E-10	3.1398	2.1126	0.50926	0.96567
718.24	5.2360E-10	3.1398	2.1126	0.50926	0.96567
718.26	5.2360E-10	3.1398	2.1126	0.50926	0.96567
718.27	5.2360E-10	3.1398	2.1126	0.50926	0.96567
718.27	5.2360E-10	3.1398	2.1126	0.50926	0.96567
718.28	5.2360E-10	3.1398	2.1126	0.50926	0.96567
718.29	5.2360E-10	3.1398	2.1127	0.50926	0.96567
718.31	5.2360E-10	3.1398	2.1127	0.50926	0.96567
718.32	5.2360E-10	3.1398	2.1127	0.50926	0.96567
718.34	5.2360E-10	3.1398	2.1127	0.50926	0.96567
718.35	5.2360E-10	3.1398	2.1127	0.50926	0.96568
718.37	5.2360E-10	3.1398	2.1127	0.50926	0.96568
718.38	5.2360E-10	3.1398	2.1127	0.50926	0.96568
718.40	5.2360E-10	3.1398	2.1128	0.50926	0.96568
718.42	5.2360E-10	3.1398	2.1128	0.50926	0.96568
718.46	5.2360E-10	3.1398	2.1129	0.50926	0.96568
718.47	5.2360E-10	3.1398	2.1129	0.50926	0.96568
718.48	5.2360E-10	3.1398	2.1129	0.50926	0.96568
718.50	5.2360E-10	3.1398	2.1129	0.50926	0.96568
718.51	5.2360E-10	3.1398	2.1130	0.50926	0.96568
718.53	5.2360E-10	3.1398	2.1130	0.50926	0.96568
718.55	5.2360E-10	3.1398	2.1131	0.50926	0.96569
718.57	5.2360E-10	3.1398	2.1131	0.50926	0.96569
718.59	5.2360E-10	3.1398	2.1132	0.50926	0.96569
718.61	5.2360E-10	3.1398	2.1132	0.50926	0.96569
718.63	5.2360E-10	3.1398	2.1133	0.50926	0.96569
718.68	5.2360E-10	3.1398	2.1134	0.50926	0.96570
718.71	5.2360E-10	3.1398	2.1135	0.50926	0.96570
718.73	5.2360E-10	3.1398	2.1136	0.50926	0.96570
718.76	5.2360E-10	3.1398	2.1137	0.50926	0.96571
718.78	5.2360E-10	3.1398	2.1138	0.50926	0.96571
718.83	5.2360E-10	3.1398	2.1141	0.50926	0.96572
718.87	5.2360E-10	3.1398	2.1142	0.50926	0.96572
718.90	5.2360E-10	3.1398	2.1144	0.50926	0.96573
718.94	5.2360E-10	3.1398	2.1146	0.50926	0.96573
718.97	5.2360E-10	3.1398	2.1148	0.50925	0.96574
719.04	5.2360E-10	3.1398	2.1152	0.50925	0.96575
719.09	5.2360E-10	3.1398	2.1155	0.50925	0.96576
719.13	5.2360E-10	3.1398	2.1158	0.50925	0.96577
719.18	5.2360E-10	3.1398	2.1162	0.50925	0.96578
719.22	5.2360E-10	3.1398	2.1165	0.50925	0.96579
719.31	5.2360E-10	3.1398	2.1172	0.50924	0.96581
719.37	5.2360E-10	3.1398	2.1177	0.50924	0.96583
719.43	5.2360E-10	3.1398	2.1183	0.50924	0.96585
719.49	5.2360E-10	3.1398	2.1189	0.50924	0.96587
719.57	5.2360E-10	3.1398	2.1196	0.50923	0.96589
719.65	5.2360E-10	3.1398	2.1204	0.50923	0.96592
719.74	5.2360E-10	3.1398	2.1213	0.50923	0.96594
719.83	5.2360E-10	3.1398	2.1223	0.50922	0.96598
719.93	5.2360E-10	3.1398	2.1233	0.50922	0.96601
720.11	5.2360E-10	3.1398	2.1253	0.50921	0.96607
720.30	5.2360E-10	3.1398	2.1272	0.50920	0.96613
720.46	5.2360E-10	3.1398	2.1289	0.50919	0.96618
720.63	5.2360E-10	3.1398	2.1304	0.50919	0.96623
720.80	5.2360E-10	3.1398	2.1318	0.50918	0.96627
720.84	5.2360E-10	3.1398	2.1321	0.50918	0.96628
720.93	5.2360E-10	3.1398	2.1327	0.50918	0.96630
721.02	5.2360E-10	3.1398	2.1333	0.50918	0.96632
721.09	5.2360E-10	3.1398	2.1337	0.50917	0.96633
721.16	5.2360E-10	3.1398	2.1340	0.50917	0.96634
721.23	5.2360E-10	3.1398	2.1343	0.50917	0.96635
721.29	5.2360E-10	3.1398	2.1346	0.50917	0.96636
721.34	5.2360E-10	3.1398	2.1348	0.50917	0.96636
721.40	5.2360E-10	3.1398	2.1349	0.50917	0.96637
721.44	5.2360E-10	3.1398	2.1350	0.50917	0.96637
721.47	5.2360E-10	3.1398	2.1351	0.50917	0.96637
721.51	5.2360E-10	3.1398	2.1352	0.50917	0.96638
721.53	5.2360E-10	3.1398	2.1352	0.50917	0.96638
721.56	5.2360E-10	3.1398	2.1353	0.50917	0.96638
721.58	5.2360E-10	3.1398	2.1353	0.50917	0.96638
721.60	5.2360E-10	3.1398	2.1353	0.50917	0.96638
721.62	5.2360E-10	3.1398	2.1354	0.50917	0.96638
721.63	5.2360E-10	3.1398	2.1354	0.50917	0.96638
721.65	5.2360E-10	3.1398	2.1354	0.50917	0.96638
721.66	5.2360E-10	3.1398	2.1354	0.50917	0.96638
721.68	5.2360E-10	3.1398	2.1354	0.50917	0.96638
721.69	5.2360E-10	3.1398	2.1354	0.50917	0.96638
721.71	5.2360E-10	3.1398	2.1355	0.50917	0.96638
721.72	5.2360E-10	3.1398	2.1355	0.50917	0.96638
721.74	5.2360E-10	3.1398	2.1355	0.50917	0.96638
721.75	5.2360E-10	3.1398	2.1355	0.50917	0.96638
721.76	5.2360E-10	3.1398	2.1355	0.50917	0.96638
721.77	5.2360E-10	3.1398	2.1355	0.50917	0.96639
721.79	5.2360E-10	3.1398	2.1355	0.50917	0.96639
721.80	5.2360E-10	3.1398	2.1355	0.50917	0.96639
721.81	5.2360E-10	3.1398	2.1355	0.50917	0.96639
721.82	5.2360E-10	3.1398	2.1355	0.50917	0.96639
721.83	5.2360E-10	3.1398	2.1355	0.50917	0.96639
721.84	5.2360E-10	3.1398	2.1355	0.50917	0.96639
721.85	5.2360E-10	3.1398	2.1355	0.50917	0.96639
721.86	5.2360E-10	3.1398	2.1355	0.50917	0.96639
721.88	5.2360E-10	3.1398	2.1355	0.50917	0.96639
721.88	5.2360E-10	3.1398	2.1355	0.50917	0.96639
721.88	5.2360E-10	3.1398	2.1355	0.50917	0.96639
721.89	5.2360E-10	3.1398	2.1355	0.50917	0.96639
721.89	5.2360E-10	3.1398	2.1355	0.50917	0.96639
721.90	5.2360E-10	3.1398	2.1355	0.50917	0.96639
721.91	5.2360E-10	3.1398	2.1355	0.50917	0.96639
721.92	5.2360E-10	3.1398	2.1355	0.50917	0.96639
721.93	5.2360E-10	3.1398	2.1355	0.50917	0.96639
721.94	5.2360E-10	3.1398	2.1355	0.50917	0.96639
721.95	5.2360E-10	3.1398	2.1355	0.50917	0.96639
721.96	5.2360E-10	3.1398	2.1355	0.50917	0.96639
721.97	5.2360E-10	3.1398	2.1355	0.50917	0.96639
721.99	5.2360E-10	3.1398	2.1355	0.50917	0.96639
722.00	5.2360E-10	3.1398	2.1355	0.50917	0.96639
722.01	5.2360E-10	3.1398	2.1355	0.50917	0.96639
722.02	5.2360E-10	3.1398	2.1355	0.50917	0.96639
722.05	5.2360E-10	3.1398	2.1355	0.50917	0.96639
722.12	5.2360E-10	3.1398	2.1355	0.50917	0.96639
722.24	5.2360E-10	3.1398	2.1355	0.50917	0.96639
722.49	5.2360E-10	3.1398	2.1355	0.50917	0.96639
723.00	5.2360E-10	3.1398	2.1355	0.50917	0.96639
724.00	5.2360E-10	3.1398	2.1355	0.50917	0.96639
726.01	5.2360E-10	3.1398	2.1355	0.50917	0.96639
727.02	5.2360E-10	3.1398	2.1355	0.50917	0.96639
727.52	5.2360E-10	3.1398	2.1355	0.50917	0.96639
727.77	5.2360E-10	3.1398	2.1355	0.50917	0.96639
727.90	5.2360E-10	3.1398	2.1355	0.50917	0.96639
727.96	5.2360E-10	3.1398	2.1355	0.50917	0.96639
728.00	5.2360E-10	3.1398	2.1355	0.50917	0.96639
728.03	5.2360E-10	3.1398	2.1355	0.50917	0.96639
728.04	5.2360E-10	3.1398	2.1355	0.50917	0.96639
728.05	5.2360E-10	3.1398	2.1355	0.50917	0.96639
728.06	5.2360E-10	3.1398	2.1355	0.50917	0.96639
728.08	5.2360E-10	3.1398	2.1355	0.50917	0.96639
728.10	5.2360E-10	3.1398	2.1355	0.50917	0.96639
728.12	5.2360E-10	3.1398	2.1355	0.50917	0.96639
728.14	5.2360E-10	3.1398	2.1355	0.50917	0.96639
728.16	5.2360E-10	3.1398	2.1355	0.50917	0.96639
728.18	5.2360E-10	3.1398	2.1356	0.50917	0.96639
728.21	5.2360E-10	3.1398	2.1356	0.50917	0.96639
728.25	5.2360E-10	3.1398	2.1356	0.50917	0.96639
728.29	5.2360E-10	3.1398	2.1356	0.50917	0.96639
728.33	5.2360E-10	3.1398	2.1356	0.50917	0.96639
728.40	5.2360E-10	3.1398	2.1357	0.50917	0.96639
728.47	5.2360E-10	3.1398	2.1358	0.50917	0.96640
728.53	5.2360E-10	3.1398	2.1360	0.50917	0.96640
728.60	5.2360E-10	3.1398	2.1361	0.50916	0.96640
728.73	5.2360E-10	3.1398	2.1366	0.50916	0.96642
728.84	5.2360E-10	3.1398	2.1371	0.50916	0.96643
728.96	5.2360E-10	3.1398	2.1377	0.50916	0.96645
729.01	5.2360E-10	3.1398	2.1380	0.50916	0.96646
729.06	5.2360E-10	3.1398	2.1383	0.50916	0.96647
729.09	5.2360E-10	3.1398	2.1385	0.50915	0.96648
729.13	5.2360E-10	3.1398	2.1388	0.50915	0.96648
729.16	5.2360E-10	3.1398	2.1390	0.50915	0.96649
729.24	5.2360E-10	3.1398	2.1396	0.50915	0.96651
729.29	5.2360E-10	3.1398	2.1400	0.50915	0.96652
729.35	5.2360E-10	3.1398	2.1405	0.50915	0.96654
729.41	5.2360E-10	3.1398	2.1410	0.50914	0.96655
729.48	5.2360E-10	3.1398	2.1417	0.50914	0.96657
729.55	5.2360E-10	3.1398	2.1424	0.50914	0.96659
729.63	5.2360E-10	3.1398	2.1432	0.50914	0.96662
729.72	5.2360E-10	3.1398	2.1441	0.50913	0.96665
729.82	5.2360E-10	3.1398	2.1451	0.50913	0.96668
729.92	5.2360E-10	3.1398	2.1461	0.50912	0.96671
730.02	5.2360E-10	3.1398	2.1472	0.50912	0.96674
730.21	5.2360E-10	3.1398	2.1493	0.50911	0.96681
730.41	5.2360E-10	3.1398	2.1513	0.50910	0.96687
730.61	5.2360E-10	3.1398	2.1532	0.50909	0.96692
730.81	5.2360E-10	3.1398	2.1548	0.50909	0.96697
731.00	5.2360E-10	3.1398	2.1562	0.50908	0.96701
731.20	5.2360E-10	3.1398	2.1572	0.50908	0.96704
731.40	5.2360E-10	3.1398	2.1579	0.50908	0.96706
731.45	5.2360E-10	3.1398	2.1580	0.50907	0.96707
731.47	5.2360E-10	3.1398	2.1581	0.50907	0.96707
731.48	5.2360E-10	3.1398	2.1581	0.50907	0.96707
731.49	5.2360E-10	3.1398	2.1581	0.50907	0.96707
731.51	5.2360E-10	3.1398	2.1581	0.50907	0.96707
731.53	5.2360E-10	3.1398	2.1582	0.50907	0.96707
731.55	5.2360E-10	3.1398	2.1582	0.50907	0.96707
731.57	5.2360E-10	3.1398	2.1583	0.50907	0.96708
731.59	5.2360E-10	3.1398	2.1583	0.50907	0.96708
731.61	5.2360E-10	3.1398	2.1583	0.50907	0.96708
731.62	5.2360E-10	3.1398	2.1583	0.50907	0.96708
731.64	5.2360E-10	3.1398	2.1584	0.50907	0.96708
731.66	5.2360E-10	3.1398	2.1584	0.50907	0.96708
731.67	5.2360E-10	3.1398	2.1584	0.50907	0.96708
731.69	5.2360E-10	3.1398	2.1584	0.50907	0.96708
731.70	5.2360E-10	3.1398	2.1584	0.50907	0.96708
731.72	5.2360E-10	3.1398	2.1584	0.50907	0.96708
731.73	5.2360E-10	3.1398	2.1584	0.50907	0.96708
731.75	5.2360E-10	3.1398	2.1584	0.50907	0.96708
731.76	5.2360E-10	3.1398	2.1585	0.50907	0.96708
731.77	5.2360E-10	3.1398	2.1585	0.50907	0.96708
731.79	5.2360E-10	3.1398	2.1585	0.50907	0.96708
731.80	5.2360E-10	3.1398	2.1585	0.50907	0.96708
731.81	5.2360E-10	3.1398	2.1585	0.50907	0.96708
731.82	5.2360E-10	3.1398	2.1585	0.50907	0.96708
731.83	5.2360E-10	3.1398	2.1585	0.50907	0.96708
731.84	5.2360E-10	3.1398	2.1585	0.50907	0.96708
731.86	5.2360E-10	3.1398	2.1585	0.50907	0.96708
731.87	5.2360E-10	3.1398	2.1585	0.50907	0.96708
731.88	5.2360E-10	3.1398	2.1585	0.50907	0.96708
731.88	5.2360E-10	3.1398	2.1585	0.50907	0.96708
731.89	5.2360E-10	3.1398	2.1585	0.50907	0.96708
731.89	5.2360E-10	3.1398	2.1585	0.50907	0.96708
731.90	5.2360E-10	3.1398	2.1585	0.50907	0.96708
731.91	5.2360E-10	3.1398	2.1585	0.50907	0.96708
731.92	5.2360E-10	3.1398	2.1585	0.50907	0.96708
731.93	5.2360E-10	3.1398	2.1585	0.50907	0.96708
731.94	5.2360E-10	3.1398	2.1585	0.50907	0.96708
731.95	5.2360E-10	3.1398	2.1585	0.50907	0.96708
731.96	5.2360E-10	3.1398	2.1585	0.50907	0.96708
731.98	5.2360E-10	3.1398	2.1585	0.50907	0.96708
731.99	5.2360E-10	3.1398	2.1585	0.50907	0.96708
731.99	5.2360E-10	3.1398	2.1585	0.50907	0.96708
732.01	5.2360E-10	3.1398	2.1585	0.50907	0.96708
732.02	5.2360E-10	3.1398	2.1585	0.50907	0.96708
732.04	5.2360E-10	3.1398	2.1585	0.50907	0.96708
732.07	5.2360E-10	3.1398	2.1585	0.50907	0.96708
732.13	5.2360E-10	3.1398	2.1585	0.50907	0.96708
732.25	5.2360E-10	3.1398	2.1585	0.50907	0.96708
732.50	5.2360E-10	3.1398	2.1585	0.50907	0.96708
732.99	5.2360E-10	3.1398	2.1585	0.50907	0.96708
733.98	5.2360E-10	3.1398	2.1585	0.50907	0.96708
735.95	5.2360E-10	3.1398	2.1585	0.50907	0.96708
736.93	5.2360E-10	3.1398	2.1585	0.50907	0.96708
737.43	5.2360E-10	3.1398	2.1585	0.50907	0.96708
737.67	5.2360E-10	3.1398	2.1585	0.50907	0.96708
737.81	5.2360E-10	3.1398	2.1585	0.50907	0.96708
737.97	5.2360E-10	3.1398	2.1585	0.50907	0.96708
738.05	5.2360E-10	3.1398	2.1585	0.50907	0.96708
738.05	5.2360E-10	3.1398	2.1585	0.50907	0.96708
738.06	5.2360E-10	3.1398	2.1585	0.50907	0.96708
738.06	5.2360E-10	3.1398	2.1585	0.50907	0.96708
738.07	5.2360E-10	3.1398	2.1585	0.50907	0.96708
