Time (s)	drop_volume (m^3)	contact_angle (rad)	sqrt(sigma*pw1(t)/((1000 [kg/m^3])*(g_const))) (mm)	r-coordinate (mm), rmax	z-coordinate (mm), zmax
282.28	5.2360E-10	3.1398	1.0248	0.52312	0.88684
282.35	5.2360E-10	3.1398	1.0248	0.52312	0.88684
282.41	5.2360E-10	3.1398	1.0248	0.52312	0.88684
282.47	5.2360E-10	3.1398	1.0248	0.52312	0.88684
282.53	5.2360E-10	3.1398	1.0248	0.52312	0.88684
282.59	5.2360E-10	3.1398	1.0248	0.52312	0.88684
282.65	5.2360E-10	3.1398	1.0248	0.52312	0.88684
282.71	5.2360E-10	3.1398	1.0248	0.52312	0.88684
282.77	5.2360E-10	3.1398	1.0248	0.52312	0.88684
282.88	5.2360E-10	3.1398	1.0248	0.52312	0.88684
283.12	5.2360E-10	3.1398	1.0248	0.52312	0.88684
283.36	5.2360E-10	3.1398	1.0248	0.52312	0.88684
283.83	5.2360E-10	3.1398	1.0248	0.52312	0.88684
284.77	5.2360E-10	3.1398	1.0248	0.52312	0.88684
286.66	5.2360E-10	3.1398	1.0248	0.52312	0.88684
287.61	5.2360E-10	3.1398	1.0248	0.52312	0.88684
287.73	5.2360E-10	3.1398	1.0248	0.52312	0.88684
287.96	5.2360E-10	3.1398	1.0248	0.52312	0.88684
287.99	5.2360E-10	3.1398	1.0248	0.52312	0.88684
288.01	5.2360E-10	3.1398	1.0248	0.52312	0.88684
288.01	5.2360E-10	3.1398	1.0248	0.52312	0.88684
288.01	5.2360E-10	3.1398	1.0248	0.52312	0.88684
288.01	5.2360E-10	3.1398	1.0248	0.52312	0.88684
288.01	5.2360E-10	3.1398	1.0248	0.52312	0.88684
288.02	5.2360E-10	3.1398	1.0248	0.52312	0.88684
288.02	5.2360E-10	3.1398	1.0248	0.52312	0.88684
288.02	5.2360E-10	3.1398	1.0248	0.52312	0.88684
288.03	5.2360E-10	3.1398	1.0248	0.52312	0.88684
288.04	5.2360E-10	3.1398	1.0248	0.52312	0.88684
288.04	5.2360E-10	3.1398	1.0248	0.52312	0.88684
288.05	5.2360E-10	3.1398	1.0248	0.52312	0.88684
288.06	5.2360E-10	3.1398	1.0248	0.52312	0.88684
288.07	5.2360E-10	3.1398	1.0248	0.52312	0.88684
288.08	5.2360E-10	3.1398	1.0248	0.52312	0.88684
288.10	5.2360E-10	3.1398	1.0248	0.52312	0.88684
288.11	5.2360E-10	3.1398	1.0248	0.52312	0.88684
288.13	5.2360E-10	3.1398	1.0248	0.52312	0.88684
288.16	5.2360E-10	3.1398	1.0248	0.52312	0.88685
288.18	5.2360E-10	3.1398	1.0248	0.52312	0.88685
288.20	5.2360E-10	3.1398	1.0248	0.52312	0.88685
288.23	5.2360E-10	3.1398	1.0248	0.52312	0.88685
288.28	5.2360E-10	3.1398	1.0249	0.52312	0.88686
288.32	5.2360E-10	3.1398	1.0249	0.52312	0.88686
288.36	5.2360E-10	3.1398	1.0250	0.52311	0.88687
288.40	5.2360E-10	3.1398	1.0251	0.52311	0.88688
288.49	5.2360E-10	3.1398	1.0253	0.52310	0.88691
288.56	5.2360E-10	3.1398	1.0255	0.52310	0.88695
288.63	5.2360E-10	3.1398	1.0258	0.52309	0.88699
288.71	5.2360E-10	3.1398	1.0262	0.52308	0.88705
288.78	5.2360E-10	3.1398	1.0266	0.52306	0.88711
288.93	5.2360E-10	3.1398	1.0277	0.52303	0.88727
288.95	5.2360E-10	3.1398	1.0278	0.52303	0.88729
288.98	5.2360E-10	3.1398	1.0281	0.52302	0.88734
289.06	5.2360E-10	3.1398	1.0288	0.52299	0.88744
289.21	5.2360E-10	3.1398	1.0303	0.52295	0.88767
289.35	5.2360E-10	3.1398	1.0320	0.52289	0.88794
289.48	5.2360E-10	3.1398	1.0336	0.52284	0.88818
289.56	5.2360E-10	3.1398	1.0348	0.52280	0.88835
289.62	5.2360E-10	3.1398	1.0357	0.52277	0.88849
289.69	5.2360E-10	3.1398	1.0367	0.52274	0.88864
289.76	5.2360E-10	3.1398	1.0377	0.52271	0.88880
289.83	5.2360E-10	3.1398	1.0387	0.52268	0.88895
289.96	5.2360E-10	3.1398	1.0408	0.52261	0.88926
290.10	5.2360E-10	3.1398	1.0429	0.52254	0.88958
290.23	5.2360E-10	3.1398	1.0449	0.52248	0.88989
290.37	5.2360E-10	3.1398	1.0469	0.52241	0.89019
290.50	5.2360E-10	3.1398	1.0488	0.52236	0.89047
290.77	5.2360E-10	3.1398	1.0521	0.52225	0.89097
290.98	5.2360E-10	3.1398	1.0543	0.52218	0.89130
291.03	5.2360E-10	3.1398	1.0547	0.52217	0.89136
291.08	5.2360E-10	3.1398	1.0551	0.52216	0.89142
291.13	5.2360E-10	3.1398	1.0554	0.52215	0.89147
291.18	5.2360E-10	3.1398	1.0558	0.52214	0.89152
291.23	5.2360E-10	3.1398	1.0561	0.52213	0.89157
291.28	5.2360E-10	3.1398	1.0564	0.52212	0.89161
291.32	5.2360E-10	3.1398	1.0566	0.52211	0.89165
291.36	5.2360E-10	3.1398	1.0568	0.52210	0.89167
291.39	5.2360E-10	3.1398	1.0569	0.52210	0.89170
291.42	5.2360E-10	3.1398	1.0570	0.52210	0.89171
291.45	5.2360E-10	3.1398	1.0571	0.52209	0.89173
291.48	5.2360E-10	3.1398	1.0572	0.52209	0.89174
291.50	5.2360E-10	3.1398	1.0573	0.52209	0.89175
291.53	5.2360E-10	3.1398	1.0574	0.52209	0.89177
291.56	5.2360E-10	3.1398	1.0574	0.52208	0.89178
291.58	5.2360E-10	3.1398	1.0575	0.52208	0.89178
291.60	5.2360E-10	3.1398	1.0575	0.52208	0.89179
291.62	5.2360E-10	3.1398	1.0576	0.52208	0.89180
291.64	5.2360E-10	3.1398	1.0576	0.52208	0.89180
291.66	5.2360E-10	3.1398	1.0576	0.52208	0.89181
291.68	5.2360E-10	3.1398	1.0576	0.52208	0.89181
291.69	5.2360E-10	3.1398	1.0577	0.52208	0.89181
291.71	5.2360E-10	3.1398	1.0577	0.52207	0.89182
291.73	5.2360E-10	3.1398	1.0577	0.52207	0.89182
291.74	5.2360E-10	3.1398	1.0577	0.52207	0.89182
291.76	5.2360E-10	3.1398	1.0577	0.52207	0.89182
291.77	5.2360E-10	3.1398	1.0577	0.52207	0.89183
291.78	5.2360E-10	3.1398	1.0577	0.52207	0.89183
291.79	5.2360E-10	3.1398	1.0577	0.52207	0.89183
291.81	5.2360E-10	3.1398	1.0578	0.52207	0.89183
291.82	5.2360E-10	3.1398	1.0578	0.52207	0.89183
291.83	5.2360E-10	3.1398	1.0578	0.52207	0.89183
291.83	5.2360E-10	3.1398	1.0578	0.52207	0.89183
291.85	5.2360E-10	3.1398	1.0578	0.52207	0.89183
291.85	5.2360E-10	3.1398	1.0578	0.52207	0.89183
291.86	5.2360E-10	3.1398	1.0578	0.52207	0.89183
291.87	5.2360E-10	3.1398	1.0578	0.52207	0.89183
291.88	5.2360E-10	3.1398	1.0578	0.52207	0.89183
291.90	5.2360E-10	3.1398	1.0578	0.52207	0.89184
291.90	5.2360E-10	3.1398	1.0578	0.52207	0.89184
291.91	5.2360E-10	3.1398	1.0578	0.52207	0.89184
291.92	5.2360E-10	3.1398	1.0578	0.52207	0.89184
291.92	5.2360E-10	3.1398	1.0578	0.52207	0.89184
291.93	5.2360E-10	3.1398	1.0578	0.52207	0.89184
291.95	5.2360E-10	3.1398	1.0578	0.52207	0.89184
291.95	5.2360E-10	3.1398	1.0578	0.52207	0.89184
291.96	5.2360E-10	3.1398	1.0578	0.52207	0.89184
291.96	5.2360E-10	3.1398	1.0578	0.52207	0.89184
291.97	5.2360E-10	3.1398	1.0578	0.52207	0.89184
291.97	5.2360E-10	3.1398	1.0578	0.52207	0.89184
291.98	5.2360E-10	3.1398	1.0578	0.52207	0.89184
291.98	5.2360E-10	3.1398	1.0578	0.52207	0.89184
291.99	5.2360E-10	3.1398	1.0578	0.52207	0.89184
292.00	5.2360E-10	3.1398	1.0578	0.52207	0.89184
292.00	5.2360E-10	3.1398	1.0578	0.52207	0.89184
292.01	5.2360E-10	3.1398	1.0578	0.52207	0.89184
292.02	5.2360E-10	3.1398	1.0578	0.52207	0.89184
292.03	5.2360E-10	3.1398	1.0578	0.52207	0.89184
292.03	5.2360E-10	3.1398	1.0578	0.52207	0.89184
292.04	5.2360E-10	3.1398	1.0578	0.52207	0.89184
292.05	5.2360E-10	3.1398	1.0578	0.52207	0.89184
292.05	5.2360E-10	3.1398	1.0578	0.52207	0.89184
292.06	5.2360E-10	3.1398	1.0578	0.52207	0.89184
292.07	5.2360E-10	3.1398	1.0578	0.52207	0.89184
292.08	5.2360E-10	3.1398	1.0578	0.52207	0.89184
292.10	5.2360E-10	3.1398	1.0578	0.52207	0.89184
292.11	5.2360E-10	3.1398	1.0578	0.52207	0.89184
292.13	5.2360E-10	3.1398	1.0578	0.52207	0.89184
292.15	5.2360E-10	3.1398	1.0578	0.52207	0.89184
292.18	5.2360E-10	3.1398	1.0578	0.52207	0.89184
292.21	5.2360E-10	3.1398	1.0578	0.52207	0.89184
292.24	5.2360E-10	3.1398	1.0578	0.52207	0.89184
292.30	5.2360E-10	3.1398	1.0578	0.52207	0.89184
292.35	5.2360E-10	3.1398	1.0578	0.52207	0.89184
292.41	5.2360E-10	3.1398	1.0578	0.52207	0.89184
292.47	5.2360E-10	3.1398	1.0578	0.52207	0.89184
292.58	5.2360E-10	3.1398	1.0578	0.52207	0.89184
292.81	5.2360E-10	3.1398	1.0578	0.52207	0.89184
293.26	5.2360E-10	3.1398	1.0578	0.52207	0.89184
294.17	5.2360E-10	3.1398	1.0578	0.52207	0.89184
295.99	5.2360E-10	3.1398	1.0578	0.52207	0.89184
296.90	5.2360E-10	3.1398	1.0578	0.52207	0.89184
297.36	5.2360E-10	3.1398	1.0578	0.52207	0.89184
297.59	5.2360E-10	3.1398	1.0578	0.52207	0.89184
297.73	5.2360E-10	3.1398	1.0578	0.52207	0.89184
297.86	5.2360E-10	3.1398	1.0578	0.52207	0.89184
297.92	5.2360E-10	3.1398	1.0578	0.52207	0.89184
297.95	5.2360E-10	3.1398	1.0578	0.52207	0.89184
298.01	5.2360E-10	3.1398	1.0578	0.52207	0.89184
298.01	5.2360E-10	3.1398	1.0578	0.52207	0.89184
298.02	5.2360E-10	3.1398	1.0578	0.52207	0.89184
298.02	5.2360E-10	3.1398	1.0578	0.52207	0.89184
298.02	5.2360E-10	3.1398	1.0578	0.52207	0.89184
298.02	5.2360E-10	3.1398	1.0578	0.52207	0.89184
298.03	5.2360E-10	3.1398	1.0578	0.52207	0.89184
298.03	5.2360E-10	3.1398	1.0578	0.52207	0.89184
298.04	5.2360E-10	3.1398	1.0578	0.52207	0.89184
298.04	5.2360E-10	3.1398	1.0578	0.52207	0.89184
298.05	5.2360E-10	3.1398	1.0578	0.52207	0.89184
298.06	5.2360E-10	3.1398	1.0578	0.52207	0.89184
298.07	5.2360E-10	3.1398	1.0578	0.52207	0.89184
298.09	5.2360E-10	3.1398	1.0578	0.52207	0.89184
298.10	5.2360E-10	3.1398	1.0578	0.52207	0.89184
298.11	5.2360E-10	3.1398	1.0578	0.52207	0.89184
298.13	5.2360E-10	3.1398	1.0578	0.52207	0.89184
298.15	5.2360E-10	3.1398	1.0578	0.52207	0.89184
298.17	5.2360E-10	3.1398	1.0578	0.52207	0.89184
298.21	5.2360E-10	3.1398	1.0578	0.52207	0.89184
298.24	5.2360E-10	3.1398	1.0579	0.52207	0.89185
298.28	5.2360E-10	3.1398	1.0579	0.52207	0.89185
298.31	5.2360E-10	3.1398	1.0579	0.52207	0.89185
298.37	5.2360E-10	3.1398	1.0580	0.52206	0.89187
298.43	5.2360E-10	3.1398	1.0581	0.52206	0.89188
298.48	5.2360E-10	3.1398	1.0583	0.52206	0.89190
298.54	5.2360E-10	3.1398	1.0585	0.52205	0.89193
298.60	5.2360E-10	3.1398	1.0587	0.52205	0.89196
298.71	5.2360E-10	3.1398	1.0592	0.52203	0.89203
298.82	5.2360E-10	3.1398	1.0599	0.52201	0.89213
298.87	5.2360E-10	3.1398	1.0602	0.52200	0.89218
298.92	5.2360E-10	3.1398	1.0606	0.52199	0.89222
298.95	5.2360E-10	3.1398	1.0608	0.52198	0.89226
298.99	5.2360E-10	3.1398	1.0611	0.52197	0.89231
299.03	5.2360E-10	3.1398	1.0615	0.52196	0.89236
299.08	5.2360E-10	3.1398	1.0620	0.52195	0.89242
299.13	5.2360E-10	3.1398	1.0625	0.52193	0.89250
299.19	5.2360E-10	3.1398	1.0631	0.52192	0.89259
299.25	5.2360E-10	3.1398	1.0638	0.52189	0.89269
299.31	5.2360E-10	3.1398	1.0646	0.52187	0.89279
299.38	5.2360E-10	3.1398	1.0654	0.52185	0.89292
299.45	5.2360E-10	3.1398	1.0664	0.52182	0.89305
299.53	5.2360E-10	3.1398	1.0674	0.52179	0.89320
299.61	5.2360E-10	3.1398	1.0685	0.52176	0.89336
299.69	5.2360E-10	3.1398	1.0697	0.52172	0.89352
299.85	5.2360E-10	3.1398	1.0720	0.52165	0.89386
299.92	5.2360E-10	3.1398	1.0732	0.52162	0.89403
299.99	5.2360E-10	3.1398	1.0743	0.52159	0.89418
300.14	5.2360E-10	3.1398	1.0765	0.52152	0.89449
300.28	5.2360E-10	3.1398	1.0786	0.52146	0.89479
300.40	5.2360E-10	3.1398	1.0805	0.52141	0.89505
300.52	5.2360E-10	3.1398	1.0820	0.52136	0.89528
300.63	5.2360E-10	3.1398	1.0835	0.52132	0.89548
300.75	5.2360E-10	3.1398	1.0849	0.52128	0.89568
300.86	5.2360E-10	3.1398	1.0861	0.52124	0.89585
300.97	5.2360E-10	3.1398	1.0872	0.52121	0.89600
301.09	5.2360E-10	3.1398	1.0881	0.52118	0.89614
301.12	5.2360E-10	3.1398	1.0884	0.52118	0.89617
301.15	5.2360E-10	3.1398	1.0886	0.52117	0.89620
301.18	5.2360E-10	3.1398	1.0888	0.52116	0.89623
301.22	5.2360E-10	3.1398	1.0890	0.52116	0.89626
301.25	5.2360E-10	3.1398	1.0892	0.52115	0.89629
301.27	5.2360E-10	3.1398	1.0893	0.52115	0.89631
301.30	5.2360E-10	3.1398	1.0895	0.52115	0.89633
301.32	5.2360E-10	3.1398	1.0896	0.52114	0.89635
301.37	5.2360E-10	3.1398	1.0898	0.52114	0.89638
301.41	5.2360E-10	3.1398	1.0900	0.52113	0.89640
301.44	5.2360E-10	3.1398	1.0901	0.52113	0.89642
301.47	5.2360E-10	3.1398	1.0902	0.52112	0.89643
301.50	5.2360E-10	3.1398	1.0903	0.52112	0.89644
301.52	5.2360E-10	3.1398	1.0903	0.52112	0.89645
301.54	5.2360E-10	3.1398	1.0904	0.52112	0.89646
301.57	5.2360E-10	3.1398	1.0904	0.52112	0.89647
301.59	5.2360E-10	3.1398	1.0905	0.52111	0.89648
301.61	5.2360E-10	3.1398	1.0905	0.52111	0.89648
301.63	5.2360E-10	3.1398	1.0906	0.52111	0.89649
301.65	5.2360E-10	3.1398	1.0906	0.52111	0.89649
301.67	5.2360E-10	3.1398	1.0906	0.52111	0.89650
301.68	5.2360E-10	3.1398	1.0906	0.52111	0.89650
301.70	5.2360E-10	3.1398	1.0907	0.52111	0.89650
301.72	5.2360E-10	3.1398	1.0907	0.52111	0.89651
301.73	5.2360E-10	3.1398	1.0907	0.52111	0.89651
301.74	5.2360E-10	3.1398	1.0907	0.52111	0.89651
301.76	5.2360E-10	3.1398	1.0907	0.52111	0.89651
301.77	5.2360E-10	3.1398	1.0907	0.52111	0.89651
301.78	5.2360E-10	3.1398	1.0907	0.52111	0.89652
301.80	5.2360E-10	3.1398	1.0907	0.52111	0.89652
301.81	5.2360E-10	3.1398	1.0908	0.52111	0.89652
301.82	5.2360E-10	3.1398	1.0908	0.52111	0.89652
301.83	5.2360E-10	3.1398	1.0908	0.52111	0.89652
301.84	5.2360E-10	3.1398	1.0908	0.52111	0.89652
301.85	5.2360E-10	3.1398	1.0908	0.52111	0.89652
301.86	5.2360E-10	3.1398	1.0908	0.52111	0.89652
301.86	5.2360E-10	3.1398	1.0908	0.52111	0.89652
301.87	5.2360E-10	3.1398	1.0908	0.52111	0.89652
301.88	5.2360E-10	3.1398	1.0908	0.52111	0.89652
301.89	5.2360E-10	3.1398	1.0908	0.52111	0.89652
301.90	5.2360E-10	3.1398	1.0908	0.52110	0.89652
301.91	5.2360E-10	3.1398	1.0908	0.52110	0.89652
301.91	5.2360E-10	3.1398	1.0908	0.52110	0.89652
301.92	5.2360E-10	3.1398	1.0908	0.52110	0.89652
301.93	5.2360E-10	3.1398	1.0908	0.52110	0.89652
301.94	5.2360E-10	3.1398	1.0908	0.52110	0.89652
301.94	5.2360E-10	3.1398	1.0908	0.52110	0.89652
301.95	5.2360E-10	3.1398	1.0908	0.52110	0.89652
301.96	5.2360E-10	3.1398	1.0908	0.52110	0.89652
301.96	5.2360E-10	3.1398	1.0908	0.52110	0.89652
301.96	5.2360E-10	3.1398	1.0908	0.52110	0.89652
301.97	5.2360E-10	3.1398	1.0908	0.52110	0.89652
301.97	5.2360E-10	3.1398	1.0908	0.52110	0.89652
301.98	5.2360E-10	3.1398	1.0908	0.52110	0.89652
301.99	5.2360E-10	3.1398	1.0908	0.52110	0.89652
302.00	5.2360E-10	3.1398	1.0908	0.52110	0.89652
302.00	5.2360E-10	3.1398	1.0908	0.52110	0.89652
302.01	5.2360E-10	3.1398	1.0908	0.52110	0.89652
302.02	5.2360E-10	3.1398	1.0908	0.52110	0.89652
302.02	5.2360E-10	3.1398	1.0908	0.52110	0.89652
302.03	5.2360E-10	3.1398	1.0908	0.52110	0.89652
302.04	5.2360E-10	3.1398	1.0908	0.52110	0.89652
302.04	5.2360E-10	3.1398	1.0908	0.52110	0.89652
302.05	5.2360E-10	3.1398	1.0908	0.52110	0.89652
302.06	5.2360E-10	3.1398	1.0908	0.52110	0.89652
302.08	5.2360E-10	3.1398	1.0908	0.52110	0.89652
302.09	5.2360E-10	3.1398	1.0908	0.52110	0.89652
302.10	5.2360E-10	3.1398	1.0908	0.52110	0.89652
302.13	5.2360E-10	3.1398	1.0908	0.52110	0.89652
302.15	5.2360E-10	3.1398	1.0908	0.52110	0.89652
302.20	5.2360E-10	3.1398	1.0908	0.52110	0.89652
302.25	5.2360E-10	3.1398	1.0908	0.52110	0.89652
302.30	5.2360E-10	3.1398	1.0908	0.52110	0.89652
302.35	5.2360E-10	3.1398	1.0908	0.52110	0.89652
302.46	5.2360E-10	3.1398	1.0908	0.52110	0.89652
302.66	5.2360E-10	3.1398	1.0908	0.52110	0.89652
303.06	5.2360E-10	3.1398	1.0908	0.52110	0.89652
303.88	5.2360E-10	3.1398	1.0908	0.52110	0.89652
305.50	5.2360E-10	3.1398	1.0908	0.52110	0.89652
306.31	5.2360E-10	3.1398	1.0908	0.52110	0.89652
307.94	5.2360E-10	3.1398	1.0908	0.52110	0.89652
307.99	5.2360E-10	3.1398	1.0908	0.52110	0.89652
308.01	5.2360E-10	3.1398	1.0908	0.52110	0.89652
308.02	5.2360E-10	3.1398	1.0908	0.52110	0.89652
308.02	5.2360E-10	3.1398	1.0908	0.52110	0.89652
308.02	5.2360E-10	3.1398	1.0908	0.52110	0.89652
308.03	5.2360E-10	3.1398	1.0908	0.52110	0.89652
308.03	5.2360E-10	3.1398	1.0908	0.52110	0.89652
308.04	5.2360E-10	3.1398	1.0908	0.52110	0.89652
308.04	5.2360E-10	3.1398	1.0908	0.52110	0.89652
308.06	5.2360E-10	3.1398	1.0908	0.52110	0.89652
308.07	5.2360E-10	3.1398	1.0908	0.52110	0.89652
308.08	5.2360E-10	3.1398	1.0908	0.52110	0.89652
308.09	5.2360E-10	3.1398	1.0908	0.52110	0.89652
308.11	5.2360E-10	3.1398	1.0908	0.52110	0.89652
308.12	5.2360E-10	3.1398	1.0908	0.52110	0.89652
308.15	5.2360E-10	3.1398	1.0908	0.52110	0.89652
308.17	5.2360E-10	3.1398	1.0908	0.52110	0.89653
308.19	5.2360E-10	3.1398	1.0908	0.52110	0.89653
308.23	5.2360E-10	3.1398	1.0908	0.52110	0.89653
308.26	5.2360E-10	3.1398	1.0909	0.52110	0.89653
308.30	5.2360E-10	3.1398	1.0909	0.52110	0.89654
308.33	5.2360E-10	3.1398	1.0910	0.52110	0.89654
308.40	5.2360E-10	3.1398	1.0911	0.52110	0.89656
308.46	5.2360E-10	3.1398	1.0912	0.52109	0.89658
308.52	5.2360E-10	3.1398	1.0914	0.52109	0.89660
308.58	5.2360E-10	3.1398	1.0916	0.52108	0.89663
308.64	5.2360E-10	3.1398	1.0919	0.52108	0.89666
308.77	5.2360E-10	3.1398	1.0925	0.52106	0.89675
308.89	5.2360E-10	3.1398	1.0933	0.52104	0.89686
308.94	5.2360E-10	3.1398	1.0938	0.52103	0.89691
308.99	5.2360E-10	3.1398	1.0941	0.52102	0.89696
309.02	5.2360E-10	3.1398	1.0945	0.52101	0.89701
309.06	5.2360E-10	3.1398	1.0948	0.52100	0.89705
309.10	5.2360E-10	3.1398	1.0952	0.52099	0.89710
309.17	5.2360E-10	3.1398	1.0959	0.52097	0.89720
309.23	5.2360E-10	3.1398	1.0966	0.52095	0.89729
309.29	5.2360E-10	3.1398	1.0972	0.52093	0.89738
309.34	5.2360E-10	3.1398	1.0979	0.52091	0.89747
309.41	5.2360E-10	3.1398	1.0988	0.52089	0.89758
309.48	5.2360E-10	3.1398	1.0996	0.52087	0.89770
309.55	5.2360E-10	3.1398	1.1007	0.52084	0.89785
309.63	5.2360E-10	3.1398	1.1019	0.52081	0.89800
309.72	5.2360E-10	3.1398	1.1032	0.52077	0.89818
309.82	5.2360E-10	3.1398	1.1046	0.52073	0.89836
309.91	5.2360E-10	3.1398	1.1060	0.52070	0.89855
310.09	5.2360E-10	3.1398	1.1088	0.52062	0.89892
310.27	5.2360E-10	3.1398	1.1115	0.52055	0.89929
310.43	5.2360E-10	3.1398	1.1139	0.52048	0.89960
310.59	5.2360E-10	3.1398	1.1161	0.52042	0.89989
310.76	5.2360E-10	3.1398	1.1180	0.52037	0.90015
310.95	5.2360E-10	3.1398	1.1200	0.52032	0.90041
311.14	5.2360E-10	3.1398	1.1215	0.52028	0.90062
311.33	5.2360E-10	3.1398	1.1226	0.52025	0.90077
311.36	5.2360E-10	3.1398	1.1228	0.52025	0.90078
311.38	5.2360E-10	3.1398	1.1229	0.52024	0.90080
311.41	5.2360E-10	3.1398	1.1230	0.52024	0.90081
311.43	5.2360E-10	3.1398	1.1230	0.52024	0.90082
311.46	5.2360E-10	3.1398	1.1231	0.52024	0.90084
311.49	5.2360E-10	3.1398	1.1232	0.52023	0.90085
311.52	5.2360E-10	3.1398	1.1233	0.52023	0.90086
311.54	5.2360E-10	3.1398	1.1234	0.52023	0.90087
311.57	5.2360E-10	3.1398	1.1234	0.52023	0.90088
311.59	5.2360E-10	3.1398	1.1235	0.52023	0.90088
311.61	5.2360E-10	3.1398	1.1235	0.52023	0.90089
311.63	5.2360E-10	3.1398	1.1236	0.52022	0.90089
311.64	5.2360E-10	3.1398	1.1236	0.52022	0.90090
311.66	5.2360E-10	3.1398	1.1236	0.52022	0.90090
311.68	5.2360E-10	3.1398	1.1236	0.52022	0.90090
311.70	5.2360E-10	3.1398	1.1237	0.52022	0.90091
311.71	5.2360E-10	3.1398	1.1237	0.52022	0.90091
311.73	5.2360E-10	3.1398	1.1237	0.52022	0.90091
311.74	5.2360E-10	3.1398	1.1237	0.52022	0.90091
311.75	5.2360E-10	3.1398	1.1237	0.52022	0.90092
311.77	5.2360E-10	3.1398	1.1237	0.52022	0.90092
311.78	5.2360E-10	3.1398	1.1237	0.52022	0.90092
311.79	5.2360E-10	3.1398	1.1237	0.52022	0.90092
311.80	5.2360E-10	3.1398	1.1238	0.52022	0.90092
311.81	5.2360E-10	3.1398	1.1238	0.52022	0.90092
311.82	5.2360E-10	3.1398	1.1238	0.52022	0.90092
311.83	5.2360E-10	3.1398	1.1238	0.52022	0.90092
311.84	5.2360E-10	3.1398	1.1238	0.52022	0.90092
311.85	5.2360E-10	3.1398	1.1238	0.52022	0.90092
311.86	5.2360E-10	3.1398	1.1238	0.52022	0.90092
311.87	5.2360E-10	3.1398	1.1238	0.52022	0.90092
311.87	5.2360E-10	3.1398	1.1238	0.52022	0.90093
311.88	5.2360E-10	3.1398	1.1238	0.52022	0.90093
311.89	5.2360E-10	3.1398	1.1238	0.52022	0.90093
311.90	5.2360E-10	3.1398	1.1238	0.52022	0.90093
311.91	5.2360E-10	3.1398	1.1238	0.52022	0.90093
311.92	5.2360E-10	3.1398	1.1238	0.52022	0.90093
311.92	5.2360E-10	3.1398	1.1238	0.52022	0.90093
311.93	5.2360E-10	3.1398	1.1238	0.52022	0.90093
311.94	5.2360E-10	3.1398	1.1238	0.52022	0.90093
311.94	5.2360E-10	3.1398	1.1238	0.52022	0.90093
311.95	5.2360E-10	3.1398	1.1238	0.52022	0.90093
311.95	5.2360E-10	3.1398	1.1238	0.52022	0.90093
311.96	5.2360E-10	3.1398	1.1238	0.52022	0.90093
311.96	5.2360E-10	3.1398	1.1238	0.52022	0.90093
311.97	5.2360E-10	3.1398	1.1238	0.52022	0.90093
311.97	5.2360E-10	3.1398	1.1238	0.52022	0.90093
311.98	5.2360E-10	3.1398	1.1238	0.52022	0.90093
311.98	5.2360E-10	3.1398	1.1238	0.52022	0.90093
311.98	5.2360E-10	3.1398	1.1238	0.52022	0.90093
311.99	5.2360E-10	3.1398	1.1238	0.52022	0.90093
311.99	5.2360E-10	3.1398	1.1238	0.52022	0.90093
312.00	5.2360E-10	3.1398	1.1238	0.52022	0.90093
312.01	5.2360E-10	3.1398	1.1238	0.52022	0.90093
312.01	5.2360E-10	3.1398	1.1238	0.52022	0.90093
312.02	5.2360E-10	3.1398	1.1238	0.52022	0.90093
312.03	5.2360E-10	3.1398	1.1238	0.52022	0.90093
312.03	5.2360E-10	3.1398	1.1238	0.52022	0.90093
312.04	5.2360E-10	3.1398	1.1238	0.52022	0.90093
312.04	5.2360E-10	3.1398	1.1238	0.52022	0.90093
312.06	5.2360E-10	3.1398	1.1238	0.52022	0.90093
312.07	5.2360E-10	3.1398	1.1238	0.52022	0.90093
312.08	5.2360E-10	3.1398	1.1238	0.52022	0.90093
312.10	5.2360E-10	3.1398	1.1238	0.52022	0.90093
312.12	5.2360E-10	3.1398	1.1238	0.52022	0.90093
312.15	5.2360E-10	3.1398	1.1238	0.52022	0.90093
312.20	5.2360E-10	3.1398	1.1238	0.52022	0.90093
312.25	5.2360E-10	3.1398	1.1238	0.52022	0.90093
312.30	5.2360E-10	3.1398	1.1238	0.52022	0.90093
312.40	5.2360E-10	3.1398	1.1238	0.52022	0.90093
312.60	5.2360E-10	3.1398	1.1238	0.52022	0.90093
313.01	5.2360E-10	3.1398	1.1238	0.52022	0.90093
313.82	5.2360E-10	3.1398	1.1238	0.52022	0.90093
315.44	5.2360E-10	3.1398	1.1238	0.52022	0.90093
316.25	5.2360E-10	3.1398	1.1238	0.52022	0.90093
317.87	5.2360E-10	3.1398	1.1238	0.52022	0.90093
317.92	5.2360E-10	3.1398	1.1238	0.52022	0.90093
318.02	5.2360E-10	3.1398	1.1238	0.52022	0.90093
318.02	5.2360E-10	3.1398	1.1238	0.52022	0.90093
318.03	5.2360E-10	3.1398	1.1238	0.52022	0.90093
318.03	5.2360E-10	3.1398	1.1238	0.52022	0.90093
318.03	5.2360E-10	3.1398	1.1238	0.52022	0.90093
318.04	5.2360E-10	3.1398	1.1238	0.52022	0.90093
318.04	5.2360E-10	3.1398	1.1238	0.52022	0.90093
318.05	5.2360E-10	3.1398	1.1238	0.52022	0.90093
318.06	5.2360E-10	3.1398	1.1238	0.52022	0.90093
